Entity Name,Aggregator Internal Id,Aggregator Name,AggregatorCode,MID,Merchant Internal Id,Merchant Name,SID,Merchant Store Internal Id,CMM Merchant Store Internal Id,Merchant Store Legal Name,Store Name,TerminalID,ARN,RRN Number,CardNumber,Auth Code,Payment Date,Transaction Date,BatchNumber,Transaction Type,CardScheme,Card Type,DCC,Txn Currency,Txn Currency Amount,Store Base Currency,Store Base Currency Amount,MSF,VAT,Total Amount Settled,Interchange Fee,Destination
ACQ,101,Test Aggregator,AGG001,12345006,206,Test Merchant 06,SID006,306,CMM306,Test Merchant 06 LLC,Test Merchant 06 - Manama,TID0061,ARN1000010,200000000000,5180********2704,A3395721,24-04-2025 12:34,23-04-2025 19:54,B20250423,REFUND,MASTERCARD,DEBIT,N,BHD,358.99,AED,3500.153,24.501,1.225,3474.427,19.251,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345006,206,Test Merchant 06,SID006,306,CMM306,Test Merchant 06 LLC,Test Merchant 06 - Manama,TID0062,ARN1000011,200000000000,3408********0641,A5227900,27-11-2025 06:32,27-11-2025 01:19,B20251127,REFUND,AMEX,DEBIT,N,AED,1562.913,AED,1562.913,10.94,0.547,1551.426,10.159,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345007,207,Test Merchant 07,SID007,307,CMM307,Test Merchant 07 LLC,Test Merchant 07 - Muscat,TID0071,ARN1000012,200000000000,4379********9512,A4196241,21-04-2025 10:57,20-04-2025 19:57,B20250420,REFUND,VISA,CREDIT,N,BHD,36.678,AED,357.611,2.503,0.125,354.983,1.788,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345007,207,Test Merchant 07,SID007,307,CMM307,Test Merchant 07 LLC,Test Merchant 07 - Muscat,TID0072,ARN1000013,200000000000,5424********5722,A6269162,24-05-2025 09:35,23-05-2025 20:16,B20250523,REFUND,MASTERCARD,CREDIT,N,AED,2128.343,AED,2128.343,14.898,0,2113.445,11.706,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345008,208,Test Merchant 08,SID008,308,CMM308,Test Merchant 08 LLC,Test Merchant 08 - Dubai,TID0081,ARN1000014,200000000000,3700********4788,A3389792,03-03-2025 15:36,03-03-2025 04:48,B20250303,REFUND,AMEX,CREDIT,N,OMR,144.612,AED,1381.045,9.667,0.483,1370.895,8.977,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345008,208,Test Merchant 08,SID008,308,CMM308,Test Merchant 08 LLC,Test Merchant 08 - Dubai,TID0082,ARN1000015,200000000000,4396********2885,A4518662,08-07-2025 20:15,08-07-2025 03:56,B20250708,REFUND,VISA,PREPAID,N,AED,1693.997,AED,1693.997,11.858,0,1682.139,8.47,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345009,209,Test Merchant 09,SID009,309,CMM309,Test Merchant 09 LLC,Test Merchant 09 - Muscat,TID0091,ARN1000016,200000000000,5185********8398,A2539645,08-07-2025 03:43,07-07-2025 17:56,B20250707,REFUND,MASTERCARD,PREPAID,N,AED,1843.301,AED,1843.301,12.903,0.645,1829.753,10.138,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345009,209,Test Merchant 09,SID009,309,CMM309,Test Merchant 09 LLC,Test Merchant 09 - Muscat,TID0092,ARN1000017,200000000000,3707********1801,A6639476,13-08-2025 02:09,12-08-2025 11:21,B20250812,REFUND,AMEX,PREPAID,N,AED,1971.96,AED,1971.96,13.804,0.69,1957.466,12.818,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345010,210,Test Merchant 10,SID010,310,CMM310,Test Merchant 10 LLC,Test Merchant 10 - Dubai,TID0101,ARN1000018,200000000000,4951********4208,A3367730,05-07-2025 08:37,04-07-2025 17:55,B20250704,REVERSAL,VISA,DEBIT,N,OMR,383.305,AED,3660.563,25.624,0,3634.939,18.303,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345010,210,Test Merchant 10,SID010,310,CMM310,Test Merchant 10 LLC,Test Merchant 10 - Dubai,TID0102,ARN1000019,200000000000,5119********8446,A8127013,15-08-2025 15:08,15-08-2025 02:58,B20250815,REVERSAL,MASTERCARD,DEBIT,N,OMR,471.344,AED,4501.335,31.509,0,4469.826,24.757,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345011,211,Test Merchant 11,SID011,311,CMM311,Test Merchant 11 LLC,Test Merchant 11 - Dubai,TID0111,ARN1000020,200000000000,3465********1739,A0098440,05-01-2025 02:05,04-01-2025 22:07,B20250104,REVERSAL,AMEX,DEBIT,N,OMR,175.6,AED,1676.98,11.739,0.587,1664.654,10.9,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345011,211,Test Merchant 11,SID011,311,CMM311,Test Merchant 11 LLC,Test Merchant 11 - Dubai,TID0112,ARN1000021,200000000000,4087********9139,A6618795,10-12-2024 21:40,10-12-2024 01:17,B20241210,REVERSAL,VISA,CREDIT,N,OMR,133.453,AED,1274.476,8.921,0,1265.555,6.372,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345012,212,Test Merchant 12,SID012,312,CMM312,Test Merchant 12 LLC,Test Merchant 12 - Muscat,TID0121,ARN1000022,200000000000,5158********1188,A9080389,17-05-2025 16:26,17-05-2025 15:25,B20250517,REVERSAL,MASTERCARD,CREDIT,N,BHD,549.679,AED,5359.37,37.516,1.876,5319.978,29.477,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345012,212,Test Merchant 12,SID012,312,CMM312,Test Merchant 12 LLC,Test Merchant 12 - Muscat,TID0122,ARN1000023,200000000000,3726********3362,A1026287,09-06-2025 01:01,08-06-2025 14:33,B20250608,REVERSAL,AMEX,CREDIT,N,OMR,688.713,AED,6577.209,46.04,2.302,6528.867,42.752,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345013,213,Test Merchant 13,SID013,313,CMM313,Test Merchant 13 LLC,Test Merchant 13 - Muscat,TID0131,ARN1000024,200000000000,4356********5337,A3302875,03-03-2025 15:47,03-03-2025 08:45,B20250303,REVERSAL,VISA,PREPAID,N,OMR,176.14,AED,1682.137,11.775,0.589,1669.773,8.411,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345013,213,Test Merchant 13,SID013,313,CMM313,Test Merchant 13 LLC,Test Merchant 13 - Muscat,TID0132,ARN1000025,200000000000,5388********0676,A6116971,20-12-2025 22:00,20-12-2025 05:33,B20251220,REVERSAL,MASTERCARD,PREPAID,N,AED,1388.123,AED,1388.123,9.717,0,1378.406,7.635,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345014,214,Test Merchant 14,SID014,314,CMM314,Test Merchant 14 LLC,Test Merchant 14 - Manama,TID0141,ARN1000026,200000000000,3737********3937,A0653993,03-03-2025 04:21,02-03-2025 22:48,B20250302,REVERSAL,AMEX,PREPAID,N,OMR,714.273,AED,6821.307,47.749,0,6773.558,44.338,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345014,214,Test Merchant 14,SID014,314,CMM314,Test Merchant 14 LLC,Test Merchant 14 - Manama,TID0142,ARN1000027,200000000000,4763********7457,A6124163,27-07-2025 02:39,27-07-2025 01:05,B20250727,SALE,VISA,DEBIT,Y,USD,70.168,AED,257.867,3.868,0.193,253.806,2.579,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345015,215,Test Merchant 15,SID015,315,CMM315,Test Merchant 15 LLC,Test Merchant 15 - Muscat,TID0151,ARN1000028,200000000000,5487********8307,A0816493,31-08-2025 22:04,31-08-2025 15:23,B20250831,SALE,MASTERCARD,DEBIT,Y,AED,2259.449,AED,2259.449,33.892,1.695,2223.862,24.854,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345015,215,Test Merchant 15,SID015,315,CMM315,Test Merchant 15 LLC,Test Merchant 15 - Muscat,TID0152,ARN1000029,200000000000,3415********4709,A1664164,11-12-2024 01:23,10-12-2024 10:45,B20241210,SALE,AMEX,DEBIT,Y,BHD,347.351,AED,3386.672,50.8,2.54,3333.332,44.027,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345001,201,Test Merchant 01,SID001,301,CMM301,Test Merchant 01 LLC,Test Merchant 01 - Dubai,TID0011,ARN1000030,200000000000,4115********9679,A3664633,04-02-2025 21:49,04-02-2025 10:06,B20250204,SALE,VISA,CREDIT,Y,USD,807.086,AED,2966.041,44.491,2.225,2919.325,29.66,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345001,201,Test Merchant 01,SID001,301,CMM301,Test Merchant 01 LLC,Test Merchant 01 - Dubai,TID0012,ARN1000031,200000000000,5415********1557,A2576463,31-12-2025 08:10,31-12-2025 00:12,B20251231,SALE,MASTERCARD,CREDIT,Y,BHD,292.215,AED,2849.096,42.736,2.137,2804.223,31.34,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345002,202,Test Merchant 02,SID002,302,CMM302,Test Merchant 02 LLC,Test Merchant 02 - Dubai,TID0021,ARN1000032,200000000000,3787********6512,A8213603,07-06-2025 13:57,06-06-2025 15:47,B20250606,SALE,AMEX,CREDIT,N,AED,2433.217,AED,2433.217,36.498,1.825,2394.894,31.632,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345002,202,Test Merchant 02,SID002,302,CMM302,Test Merchant 02 LLC,Test Merchant 02 - Dubai,TID0022,ARN1000033,200000000000,4195********3904,A0789823,26-04-2025 00:30,25-04-2025 14:11,B20250425,SALE,VISA,PREPAID,N,AED,1869.548,AED,1869.548,28.043,0,1841.505,18.695,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345003,203,Test Merchant 03,SID003,303,CMM303,Test Merchant 03 LLC,Test Merchant 03 - Manama,TID0031,ARN1000034,200000000000,5481********4795,A2387149,07-10-2025 12:10,06-10-2025 23:16,B20251006,SALE,MASTERCARD,PREPAID,Y,BHD,108.6,AED,1058.85,15.883,0.794,1042.173,11.647,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345003,203,Test Merchant 03,SID003,303,CMM303,Test Merchant 03 LLC,Test Merchant 03 - Manama,TID0032,ARN1000035,200000000000,3757********9345,A9793403,26-11-2025 16:08,26-11-2025 03:06,B20251126,SALE,AMEX,PREPAID,N,BHD,281.748,AED,2747.043,41.206,2.06,2703.777,35.712,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345004,204,Test Merchant 04,SID004,304,CMM304,Test Merchant 04 LLC,Test Merchant 04 - Manama,TID0041,ARN1000036,200000000000,4170********1388,A0093031,18-08-2025 05:39,17-08-2025 06:39,B20250817,REFUND,VISA,DEBIT,Y,BHD,199.359,AED,1943.75,13.606,0.68,1929.464,9.719,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345004,204,Test Merchant 04,SID004,304,CMM304,Test Merchant 04 LLC,Test Merchant 04 - Manama,TID0042,ARN1000037,200000000000,5396********2944,A1366400,08-08-2025 13:13,08-08-2025 00:13,B20250808,REFUND,MASTERCARD,DEBIT,Y,OMR,166.421,AED,1589.321,11.125,0,1578.196,8.741,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345005,205,Test Merchant 05,SID005,305,CMM305,Test Merchant 05 LLC,Test Merchant 05 - Dubai,TID0051,ARN1000038,200000000000,3460********0366,A2640224,11-11-2025 17:47,11-11-2025 07:27,B20251111,REFUND,AMEX,DEBIT,N,AED,338.181,AED,338.181,2.367,0.118,335.696,2.198,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345005,205,Test Merchant 05,SID005,305,CMM305,Test Merchant 05 LLC,Test Merchant 05 - Dubai,TID0052,ARN1000039,200000000000,4895********7464,A6546734,13-03-2025 02:41,12-03-2025 13:06,B20250312,REFUND,VISA,CREDIT,Y,AED,2335.228,AED,2335.228,16.347,0,2318.881,11.676,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345006,206,Test Merchant 06,SID006,306,CMM306,Test Merchant 06 LLC,Test Merchant 06 - Manama,TID0061,ARN1000040,200000000000,5196********9766,A1776603,26-12-2024 16:20,26-12-2024 14:34,B20241226,REFUND,MASTERCARD,CREDIT,N,AED,445.341,AED,445.341,3.117,0.156,442.068,2.449,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345006,206,Test Merchant 06,SID006,306,CMM306,Test Merchant 06 LLC,Test Merchant 06 - Manama,TID0062,ARN1000041,200000000000,3735********8903,A3030368,11-03-2025 08:39,10-03-2025 23:40,B20250310,REFUND,AMEX,CREDIT,Y,BHD,56.319,AED,549.11,3.844,0.192,545.074,3.569,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345007,207,Test Merchant 07,SID007,307,CMM307,Test Merchant 07 LLC,Test Merchant 07 - Muscat,TID0071,ARN1000042,200000000000,4218********0997,A2427427,25-06-2025 16:17,25-06-2025 11:31,B20250625,REFUND,VISA,PREPAID,N,BHD,662.062,AED,6455.105,45.186,0,6409.919,32.276,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345007,207,Test Merchant 07,SID007,307,CMM307,Test Merchant 07 LLC,Test Merchant 07 - Muscat,TID0072,ARN1000043,200000000000,5310********3289,A0832873,10-07-2025 16:22,09-07-2025 23:20,B20250709,REFUND,MASTERCARD,PREPAID,Y,OMR,570.334,AED,5446.69,38.127,0,5408.563,29.957,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345008,208,Test Merchant 08,SID008,308,CMM308,Test Merchant 08 LLC,Test Merchant 08 - Dubai,TID0081,ARN1000044,200000000000,3432********6707,A2755941,20-03-2025 13:44,19-03-2025 22:26,B20250319,REFUND,AMEX,PREPAID,N,BHD,71.733,AED,699.397,4.896,0,694.501,4.546,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345008,208,Test Merchant 08,SID008,308,CMM308,Test Merchant 08 LLC,Test Merchant 08 - Dubai,TID0082,ARN1000045,200000000000,4605********5477,A2080531,06-05-2025 02:40,05-05-2025 07:42,B20250505,REVERSAL,VISA,DEBIT,Y,AED,2439.975,AED,2439.975,17.08,0.854,2422.041,12.2,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345009,209,Test Merchant 09,SID009,309,CMM309,Test Merchant 09 LLC,Test Merchant 09 - Muscat,TID0091,ARN1000046,200000000000,5543********7747,A4913782,27-09-2025 01:08,26-09-2025 09:48,B20250926,REVERSAL,MASTERCARD,DEBIT,N,USD,880.187,AED,3234.687,22.643,1.132,3210.912,17.791,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345009,209,Test Merchant 09,SID009,309,CMM309,Test Merchant 09 LLC,Test Merchant 09 - Muscat,TID0092,ARN1000047,200000000000,3712********9204,A2298991,31-10-2025 23:27,31-10-2025 16:44,B20251031,REVERSAL,AMEX,DEBIT,Y,BHD,205.139,AED,2000.105,14.001,0.7,1985.404,13.001,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345010,210,Test Merchant 10,SID010,310,CMM310,Test Merchant 10 LLC,Test Merchant 10 - Dubai,TID0101,ARN1000048,200000000000,4945********0762,A5274494,30-04-2025 18:57,30-04-2025 08:56,B20250430,REVERSAL,VISA,CREDIT,N,OMR,87.722,AED,837.745,5.864,0,831.881,4.189,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345010,210,Test Merchant 10,SID010,310,CMM310,Test Merchant 10 LLC,Test Merchant 10 - Dubai,TID0102,ARN1000049,200000000000,5568********6022,A2706502,02-05-2025 03:24,01-05-2025 22:30,B20250501,REVERSAL,MASTERCARD,CREDIT,N,OMR,518.88,AED,4955.304,34.687,1.734,4918.883,27.254,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345011,211,Test Merchant 11,SID011,311,CMM311,Test Merchant 11 LLC,Test Merchant 11 - Dubai,TID0111,ARN1000050,200000000000,3738********3293,A5581377,07-05-2025 11:38,07-05-2025 06:02,B20250507,REVERSAL,AMEX,CREDIT,Y,AED,1733.685,AED,1733.685,12.136,0.607,1720.942,11.269,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345011,211,Test Merchant 11,SID011,311,CMM311,Test Merchant 11 LLC,Test Merchant 11 - Dubai,TID0112,ARN1000051,200000000000,4195********7732,A6512618,18-10-2025 02:45,17-10-2025 21:57,B20251017,REVERSAL,VISA,PREPAID,Y,AED,1615.775,AED,1615.775,11.31,0,1604.465,8.079,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345012,212,Test Merchant 12,SID012,312,CMM312,Test Merchant 12 LLC,Test Merchant 12 - Muscat,TID0121,ARN1000052,200000000000,5256********4898,A6783128,05-12-2024 12:21,04-12-2024 23:18,B20241204,REVERSAL,MASTERCARD,PREPAID,Y,AED,1111.623,AED,1111.623,7.781,0.389,1103.453,6.114,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345012,212,Test Merchant 12,SID012,312,CMM312,Test Merchant 12 LLC,Test Merchant 12 - Muscat,TID0122,ARN1000053,200000000000,3445********2727,A3080947,28-12-2024 04:16,27-12-2024 15:56,B20241227,REVERSAL,AMEX,PREPAID,Y,USD,603.981,AED,2219.63,15.537,0.777,2203.316,14.428,INTERNATIONAL
ACQ,101,Test Aggregator,AGG001,12345013,213,Test Merchant 13,SID013,313,CMM313,Test Merchant 13 LLC,Test Merchant 13 - Muscat,TID0131,ARN1000054,200000000000,4603********4808,A6721351,09-12-2024 19:57,09-12-2024 02:46,B20241209,SALE,VISA,DEBIT,N,AED,506.013,AED,506.013,7.59,0.38,498.043,5.06,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345013,213,Test Merchant 13,SID013,313,CMM313,Test Merchant 13 LLC,Test Merchant 13 - Muscat,TID0132,ARN1000055,200000000000,5577********6772,A0554847,17-03-2025 05:44,16-03-2025 10:20,B20250316,SALE,MASTERCARD,DEBIT,N,BHD,297.044,AED,2896.179,43.443,2.172,2850.564,31.858,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345014,214,Test Merchant 14,SID014,314,CMM314,Test Merchant 14 LLC,Test Merchant 14 - Manama,TID0141,ARN1000056,200000000000,3437********9572,A2372391,28-07-2025 15:56,28-07-2025 03:54,B20250728,SALE,AMEX,DEBIT,N,AED,243.116,AED,243.116,3.647,0.182,239.287,3.161,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345014,214,Test Merchant 14,SID014,314,CMM314,Test Merchant 14 LLC,Test Merchant 14 - Manama,TID0142,ARN1000057,200000000000,4500********0718,A0793544,13-12-2024 08:34,12-12-2024 20:16,B20241212,SALE,VISA,CREDIT,N,AED,2111.609,AED,2111.609,31.674,0,2079.935,21.116,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345015,215,Test Merchant 15,SID015,315,CMM315,Test Merchant 15 LLC,Test Merchant 15 - Muscat,TID0151,ARN1000058,200000000000,5105********0148,A3057898,24-07-2025 06:18,23-07-2025 06:31,B20250723,SALE,MASTERCARD,CREDIT,N,BHD,117.167,AED,1142.378,17.136,0.857,1124.385,12.566,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345015,215,Test Merchant 15,SID015,315,CMM315,Test Merchant 15 LLC,Test Merchant 15 - Muscat,TID0152,ARN1000059,200000000000,3416********9129,A0381355,29-07-2025 20:14,29-07-2025 17:18,B20250729,SALE,AMEX,CREDIT,N,AED,930.679,AED,930.679,13.96,0.698,916.021,12.099,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345001,201,Test Merchant 01,SID001,301,CMM301,Test Merchant 01 LLC,Test Merchant 01 - Dubai,TID0011,ARN1000060,200000000000,4120********2887,A8257833,12-09-2025 04:41,11-09-2025 11:42,B20250911,SALE,VISA,PREPAID,N,OMR,99.257,AED,947.904,14.219,0.711,932.974,9.479,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345001,201,Test Merchant 01,SID001,301,CMM301,Test Merchant 01 LLC,Test Merchant 01 - Dubai,TID0012,ARN1000061,200000000000,5163********9913,A2475294,09-07-2025 10:25,09-07-2025 02:59,B20250709,SALE,MASTERCARD,PREPAID,N,BHD,448.646,AED,4374.298,65.614,0,4308.684,48.117,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345002,202,Test Merchant 02,SID002,302,CMM302,Test Merchant 02 LLC,Test Merchant 02 - Dubai,TID0021,ARN1000062,200000000000,3789********5942,A6647780,26-01-2025 19:37,26-01-2025 02:16,B20250126,SALE,AMEX,PREPAID,N,AED,2227.139,AED,2227.139,33.407,1.67,2192.062,28.953,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345002,202,Test Merchant 02,SID002,302,CMM302,Test Merchant 02 LLC,Test Merchant 02 - Dubai,TID0022,ARN1000063,200000000000,4270********9627,A5221906,01-07-2025 08:24,30-06-2025 13:46,B20250630,REFUND,VISA,DEBIT,N,BHD,273.129,AED,2663.008,18.641,0.932,2643.435,13.315,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345003,203,Test Merchant 03,SID003,303,CMM303,Test Merchant 03 LLC,Test Merchant 03 - Manama,TID0031,ARN1000064,200000000000,5545********7620,A9519767,01-08-2025 12:48,01-08-2025 06:54,B20250801,REFUND,MASTERCARD,DEBIT,N,AED,1668.53,AED,1668.53,11.68,0.584,1656.266,9.177,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345003,203,Test Merchant 03,SID003,303,CMM303,Test Merchant 03 LLC,Test Merchant 03 - Manama,TID0032,ARN1000065,200000000000,3721********1017,A1677464,08-06-2025 02:48,07-06-2025 19:21,B20250607,REFUND,AMEX,DEBIT,N,AED,828.821,AED,828.821,5.802,0,823.019,5.387,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345004,204,Test Merchant 04,SID004,304,CMM304,Test Merchant 04 LLC,Test Merchant 04 - Manama,TID0041,ARN1000066,200000000000,4962********0588,A8955182,15-07-2025 03:16,14-07-2025 21:32,B20250714,REFUND,VISA,CREDIT,N,AED,2345.392,AED,2345.392,16.418,0.821,2328.153,11.727,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345004,204,Test Merchant 04,SID004,304,CMM304,Test Merchant 04 LLC,Test Merchant 04 - Manama,TID0042,ARN1000067,200000000000,5163********8785,A8542031,15-08-2025 10:49,15-08-2025 03:18,B20250815,REFUND,MASTERCARD,CREDIT,N,OMR,459.284,AED,4386.162,30.703,1.535,4353.924,24.124,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345005,205,Test Merchant 05,SID005,305,CMM305,Test Merchant 05 LLC,Test Merchant 05 - Dubai,TID0051,ARN1000068,200000000000,3764********9995,A0058975,01-03-2025 09:09,28-02-2025 16:35,B20250228,REFUND,AMEX,CREDIT,N,BHD,198.833,AED,1938.622,13.57,0,1925.052,12.601,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345005,205,Test Merchant 05,SID005,305,CMM305,Test Merchant 05 LLC,Test Merchant 05 - Dubai,TID0052,ARN1000069,200000000000,4577********5152,A8758989,06-04-2025 11:06,05-04-2025 14:19,B20250405,REFUND,VISA,PREPAID,N,AED,1149.017,AED,1149.017,8.043,0,1140.974,5.745,DOMESTIC
ACQ,101,Test Aggregator,AGG001,12345006,206,Test Merchant 06,SID006,306,CMM306,Test Merchant 06 LLC,Test Merchant 06 - Manama,TID0061,ARN1000070,200000000000,5430********5255,A3816831,18-05-2025 17:29,18-05-2025 10:39,B20250518,REFUND,MASTERCARD,PREPAID,N,AED,704.474,AED,704.474,4.931,0.247,699.296,3.875,DOMESTIC
