Entity Name,Aggregator Internal Id,Aggregator Name,AggregatorCode,MID,Merchant Internal Id,Merchant Name,SID,Merchant Store Internal Id,CMM Merchant Store Internal Id,Merchant Store Legal Name,Store Name,TerminalID,ARN,RRN Number,CardNumber,Auth Code,Payment Date,Transaction Date,BatchNumber,Transaction Type,CardScheme,Card Type,DCC,Txn Currency,Txn Currency Amount,Store Base Currency,Store Base Currency Amount,MSF,VAT,Total Amount Settled,Interchange Fee,Destination
Acquira,101,Test Aggregator,AGG001,12345012,212,Test Merchant 12,SID012,312,CMM312,Test Merchant 12 LLC,Test Merchant 12 - Muscat,TID0122,ARN3000023,400000000023,3797********4632,A2197447,2025-02-25 12:50:41,2025-02-24 16:05:41,B20250224,REVERSAL,AMEX,CREDIT,N,BHD,255.116,AED,2487.381,17.412,0.871,2469.098,16.168,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345013,213,Test Merchant 13,SID013,313,CMM313,Test Merchant 13 LLC,Test Merchant 13 - Muscat,TID0131,ARN3000024,400000000024,4425********4515,A4084007,2025-12-05 18:18:31,2025-12-04 19:19:31,B20251204,REVERSAL,VISA,PREPAID,N,BHD,614.073,AED,5987.212,41.91,2.095,5943.207,29.936,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345013,213,Test Merchant 13,SID013,313,CMM313,Test Merchant 13 LLC,Test Merchant 13 - Muscat,TID0132,ARN3000025,400000000025,5183********7640,A6873815,2025-09-08 14:55:26,2025-09-08 00:27:26,B20250908,REVERSAL,MASTERCARD,PREPAID,N,OMR,444.277,AED,4242.845,29.7,1.485,4211.66,23.336,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345014,214,Test Merchant 14,SID014,314,CMM314,Test Merchant 14 LLC,Test Merchant 14 - Manama,TID0141,ARN3000026,400000000026,3759********5934,A7109849,2025-09-26 05:17:46,2025-09-25 17:35:46,B20250925,REVERSAL,AMEX,PREPAID,N,OMR,157.248,AED,1501.718,10.512,0.0,1491.206,9.761,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345014,214,Test Merchant 14,SID014,314,CMM314,Test Merchant 14 LLC,Test Merchant 14 - Manama,TID0142,ARN3000027,400000000027,4605********5192,A7006086,2026-11-03 16:46:40,2026-11-03 09:47:40,B20261103,SALE,VISA,DEBIT,Y,USD,29.137,AED,107.078,1.606,0.08,105.392,1.071,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345015,215,Test Merchant 15,SID015,315,CMM315,Test Merchant 15 LLC,Test Merchant 15 - Muscat,TID0151,ARN3000028,400000000028,5350********2813,A4781494,2025-04-15 13:21:13,2025-04-14 19:33:13,B20250414,SALE,MASTERCARD,DEBIT,Y,AED,2090.862,AED,2090.862,31.363,0.0,2059.499,22.999,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345015,215,Test Merchant 15,SID015,315,CMM315,Test Merchant 15 LLC,Test Merchant 15 - Muscat,TID0152,ARN3000029,400000000029,3422********3745,A3610216,2025-07-09 14:57:03,2025-07-09 06:04:03,B20250709,SALE,AMEX,DEBIT,Y,USD,862.35,AED,3169.136,47.537,2.377,3119.222,41.199,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345001,201,Test Merchant 01,SID001,301,CMM301,Test Merchant 01 LLC,Test Merchant 01 - Dubai,TID0011,ARN3000030,400000000030,4641********6204,A1237772,2025-06-12 06:21:42,2025-06-11 16:03:42,B20250611,SALE,VISA,CREDIT,Y,USD,848.588,AED,3118.561,46.778,2.339,3069.444,31.186,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345001,201,Test Merchant 01,SID001,301,CMM301,Test Merchant 01 LLC,Test Merchant 01 - Dubai,TID0012,ARN3000031,400000000031,5588********7255,A9495411,2025-04-19 16:06:18,2025-04-18 19:02:18,B20250418,SALE,MASTERCARD,CREDIT,N,OMR,222.28,AED,2122.774,31.842,0.0,2090.932,23.351,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345002,202,Test Merchant 02,SID002,302,CMM302,Test Merchant 02 LLC,Test Merchant 02 - Dubai,TID0021,ARN3000032,400000000032,3704********1170,A7774375,2026-05-21 15:20:44,2026-05-21 00:33:44,B20260521,SALE,AMEX,CREDIT,Y,BHD,19.037,AED,185.611,2.784,0.0,182.827,2.413,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345002,202,Test Merchant 02,SID002,302,CMM302,Test Merchant 02 LLC,Test Merchant 02 - Dubai,TID0022,ARN3000033,400000000033,4067********4650,A4070665,2025-04-24 18:21:41,2025-04-24 10:21:41,B20250424,SALE,VISA,PREPAID,N,BHD,604.774,AED,5896.547,88.448,4.422,5803.677,58.965,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345003,203,Test Merchant 03,SID003,303,CMM303,Test Merchant 03 LLC,Test Merchant 03 - Manama,TID0031,ARN3000034,400000000034,5168********5239,A7308663,2025-02-23 15:29:54,2025-02-23 11:12:54,B20250223,SALE,MASTERCARD,PREPAID,Y,OMR,132.74,AED,1267.667,19.015,0.0,1248.652,13.944,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345003,203,Test Merchant 03,SID003,303,CMM303,Test Merchant 03 LLC,Test Merchant 03 - Manama,TID0032,ARN3000035,400000000035,3749********8345,A7395389,2025-01-10 14:05:52,2025-01-09 18:55:52,B20250109,SALE,AMEX,PREPAID,N,OMR,433.114,AED,4136.239,62.044,3.102,4071.093,53.771,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345004,204,Test Merchant 04,SID004,304,CMM304,Test Merchant 04 LLC,Test Merchant 04 - Manama,TID0041,ARN3000036,400000000036,4959********8370,A5541551,2026-08-05 02:45:06,2026-08-04 18:16:06,B20260804,REFUND,VISA,DEBIT,Y,OMR,714.698,AED,6825.366,47.778,2.389,6775.199,34.127,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345004,204,Test Merchant 04,SID004,304,CMM304,Test Merchant 04 LLC,Test Merchant 04 - Manama,TID0042,ARN3000037,400000000037,5313********8724,A1916922,2026-07-26 23:13:01,2026-07-26 06:22:01,B20260726,REFUND,MASTERCARD,DEBIT,Y,USD,120.984,AED,444.616,3.112,0.0,441.504,2.445,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345005,205,Test Merchant 05,SID005,305,CMM305,Test Merchant 05 LLC,Test Merchant 05 - Dubai,TID0051,ARN3000038,400000000038,3426********1910,A1478972,2026-02-26 23:05:16,2026-02-26 20:38:16,B20260226,REFUND,AMEX,DEBIT,Y,AED,584.137,AED,584.137,4.089,0.204,579.844,3.797,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345005,205,Test Merchant 05,SID005,305,CMM305,Test Merchant 05 LLC,Test Merchant 05 - Dubai,TID0052,ARN3000039,400000000039,4116********0199,A9191658,2025-07-11 09:29:26,2025-07-11 02:44:26,B20250711,REFUND,VISA,CREDIT,N,USD,317.063,AED,1165.207,8.156,0.408,1156.643,5.826,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345006,206,Test Merchant 06,SID006,306,CMM306,Test Merchant 06 LLC,Test Merchant 06 - Manama,TID0061,ARN3000040,400000000040,5254********9178,A3080223,2026-05-06 05:53:39,2026-05-05 16:12:39,B20260505,REFUND,MASTERCARD,CREDIT,Y,USD,675.402,AED,2482.102,17.375,0.0,2464.727,13.652,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345006,206,Test Merchant 06,SID006,306,CMM306,Test Merchant 06 LLC,Test Merchant 06 - Manama,TID0062,ARN3000041,400000000041,3761********1740,A9286393,2025-03-29 13:19:15,2025-03-29 00:32:15,B20250329,REFUND,AMEX,CREDIT,N,USD,574.872,AED,2112.655,14.789,0.0,2097.866,13.732,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345007,207,Test Merchant 07,SID007,307,CMM307,Test Merchant 07 LLC,Test Merchant 07 - Muscat,TID0071,ARN3000042,400000000042,4559********5160,A4943000,2026-05-27 10:09:18,2026-05-26 23:18:18,B20260526,REFUND,VISA,PREPAID,N,USD,843.0,AED,3098.025,21.686,1.084,3075.255,15.49,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345007,207,Test Merchant 07,SID007,307,CMM307,Test Merchant 07 LLC,Test Merchant 07 - Muscat,TID0072,ARN3000043,400000000043,5160********6743,A9563163,2026-03-18 05:55:03,2026-03-18 05:55:03,B20260318,REFUND,MASTERCARD,PREPAID,N,AED,1353.19,AED,1353.19,9.472,0.474,1343.244,7.443,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345008,208,Test Merchant 08,SID008,308,CMM308,Test Merchant 08 LLC,Test Merchant 08 - Dubai,TID0081,ARN3000044,400000000044,3408********4900,A8184225,2026-12-18 02:48:42,2026-12-17 18:41:42,B20261217,REFUND,AMEX,PREPAID,N,OMR,633.876,AED,6053.516,42.375,0.0,6011.141,39.348,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345008,208,Test Merchant 08,SID008,308,CMM308,Test Merchant 08 LLC,Test Merchant 08 - Dubai,TID0082,ARN3000045,400000000045,4014********7379,A3936228,2025-02-16 23:42:09,2025-02-16 13:01:09,B20250216,REVERSAL,VISA,DEBIT,N,USD,478.418,AED,1758.186,12.307,0.0,1745.879,8.791,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345009,209,Test Merchant 09,SID009,309,CMM309,Test Merchant 09 LLC,Test Merchant 09 - Muscat,TID0091,ARN3000046,400000000046,5263********0151,A2429392,2026-05-31 16:57:33,2026-05-30 21:09:33,B20260530,REVERSAL,MASTERCARD,DEBIT,Y,BHD,564.837,AED,5507.161,38.55,0.0,5468.611,30.289,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345009,209,Test Merchant 09,SID009,309,CMM309,Test Merchant 09 LLC,Test Merchant 09 - Muscat,TID0092,ARN3000047,400000000047,3431********7905,A8126533,2025-12-17 17:34:09,2025-12-17 01:15:09,B20251217,REVERSAL,AMEX,DEBIT,Y,AED,2179.459,AED,2179.459,15.256,0.763,2163.44,14.166,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345010,210,Test Merchant 10,SID010,310,CMM310,Test Merchant 10 LLC,Test Merchant 10 - Dubai,TID0101,ARN3000048,400000000048,4275********4106,A6646627,2026-12-29 13:09:44,2026-12-29 12:24:44,B20261229,REVERSAL,VISA,CREDIT,Y,BHD,28.415,AED,277.046,1.939,0.097,275.01,1.385,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345010,210,Test Merchant 10,SID010,310,CMM310,Test Merchant 10 LLC,Test Merchant 10 - Dubai,TID0102,ARN3000049,400000000049,5388********9600,A4341962,2026-02-20 13:07:25,2026-02-20 06:31:25,B20260220,REVERSAL,MASTERCARD,CREDIT,N,BHD,6.758,AED,65.891,0.461,0.023,65.407,0.362,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345011,211,Test Merchant 11,SID011,311,CMM311,Test Merchant 11 LLC,Test Merchant 11 - Dubai,TID0111,ARN3000050,400000000050,3760********8052,A0374746,2026-03-16 16:31:19,2026-03-16 00:06:19,B20260316,REVERSAL,AMEX,CREDIT,Y,USD,621.663,AED,2284.612,15.992,0.8,2267.82,14.85,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345011,211,Test Merchant 11,SID011,311,CMM311,Test Merchant 11 LLC,Test Merchant 11 - Dubai,TID0112,ARN3000051,400000000051,4382********3781,A7985479,2025-04-21 14:26:22,2025-04-20 19:12:22,B20250420,REVERSAL,VISA,PREPAID,Y,USD,202.566,AED,744.43,5.211,0.0,739.219,3.722,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345012,212,Test Merchant 12,SID012,312,CMM312,Test Merchant 12 LLC,Test Merchant 12 - Muscat,TID0121,ARN3000052,400000000052,5182********9007,A9025645,2025-10-30 05:17:02,2025-10-29 06:11:02,B20251029,REVERSAL,MASTERCARD,PREPAID,N,USD,87.139,AED,320.236,2.242,0.112,317.882,1.761,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345012,212,Test Merchant 12,SID012,312,CMM312,Test Merchant 12 LLC,Test Merchant 12 - Muscat,TID0122,ARN3000053,400000000053,3710********1038,A6849080,2025-03-15 14:07:58,2025-03-14 23:32:58,B20250314,REVERSAL,AMEX,PREPAID,Y,AED,1245.465,AED,1245.465,8.718,0.0,1236.747,8.096,INTERNATIONAL
Acquira,101,Test Aggregator,AGG001,12345013,213,Test Merchant 13,SID013,313,CMM313,Test Merchant 13 LLC,Test Merchant 13 - Muscat,TID0131,ARN3000054,400000000054,4675********7707,A8604080,2025-04-17 14:47:39,2025-04-17 02:20:39,B20250417,SALE,VISA,DEBIT,N,BHD,287.731,AED,2805.377,42.081,0.0,2763.296,28.054,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345013,213,Test Merchant 13,SID013,313,CMM313,Test Merchant 13 LLC,Test Merchant 13 - Muscat,TID0132,ARN3000055,400000000055,5528********8551,A2498415,2026-10-02 20:10:44,2026-10-02 05:05:44,B20261002,SALE,MASTERCARD,DEBIT,N,AED,1145.12,AED,1145.12,17.177,0.0,1127.943,12.596,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345014,214,Test Merchant 14,SID014,314,CMM314,Test Merchant 14 LLC,Test Merchant 14 - Manama,TID0141,ARN3000056,400000000056,3751********0993,A0331438,2026-04-02 17:23:11,2026-04-02 16:17:11,B20260402,SALE,AMEX,DEBIT,N,BHD,8.214,AED,80.087,1.201,0.06,78.826,1.041,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345014,214,Test Merchant 14,SID014,314,CMM314,Test Merchant 14 LLC,Test Merchant 14 - Manama,TID0142,ARN3000057,400000000057,4762********0891,A6555675,2025-06-03 22:12:34,2025-06-03 02:59:34,B20250603,SALE,VISA,CREDIT,N,BHD,259.817,AED,2533.216,37.998,0.0,2495.218,25.332,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345015,215,Test Merchant 15,SID015,315,CMM315,Test Merchant 15 LLC,Test Merchant 15 - Muscat,TID0151,ARN3000058,400000000058,5202********5215,A5264852,2026-05-12 17:41:38,2026-05-12 14:07:38,B20260512,SALE,MASTERCARD,CREDIT,N,OMR,431.825,AED,4123.929,61.859,3.093,4058.977,45.363,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345015,215,Test Merchant 15,SID015,315,CMM315,Test Merchant 15 LLC,Test Merchant 15 - Muscat,TID0152,ARN3000059,400000000059,3797********7490,A8016771,2026-09-30 07:35:41,2026-09-30 05:04:41,B20260930,SALE,AMEX,CREDIT,N,AED,1783.939,AED,1783.939,26.759,0.0,1757.18,23.191,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345001,201,Test Merchant 01,SID001,301,CMM301,Test Merchant 01 LLC,Test Merchant 01 - Dubai,TID0011,ARN3000060,400000000060,4704********2237,A6928386,2025-01-25 15:39:08,2025-01-25 07:15:08,B20250125,SALE,VISA,PREPAID,N,AED,1633.968,AED,1633.968,24.51,0.0,1609.458,16.34,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345001,201,Test Merchant 01,SID001,301,CMM301,Test Merchant 01 LLC,Test Merchant 01 - Dubai,TID0012,ARN3000061,400000000061,5326********0686,A5900800,2025-09-23 20:02:20,2025-09-23 18:40:20,B20250923,SALE,MASTERCARD,PREPAID,N,BHD,119.737,AED,1167.436,17.512,0.876,1149.048,12.842,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345002,202,Test Merchant 02,SID002,302,CMM302,Test Merchant 02 LLC,Test Merchant 02 - Dubai,TID0021,ARN3000062,400000000062,3724********6488,A8373727,2025-05-04 00:54:30,2025-05-03 09:25:30,B20250503,SALE,AMEX,PREPAID,N,OMR,600.159,AED,5731.518,85.973,0.0,5645.545,74.51,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345002,202,Test Merchant 02,SID002,302,CMM302,Test Merchant 02 LLC,Test Merchant 02 - Dubai,TID0022,ARN3000063,400000000063,4780********9611,A8151359,2026-05-06 14:40:17,2026-05-06 01:20:17,B20260506,REFUND,VISA,DEBIT,N,OMR,536.545,AED,5124.005,35.868,1.793,5086.344,25.62,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345003,203,Test Merchant 03,SID003,303,CMM303,Test Merchant 03 LLC,Test Merchant 03 - Manama,TID0031,ARN3000064,400000000064,5375********2623,A0898623,2027-01-01 00:55:36,2026-12-31 15:24:36,B20261231,REFUND,MASTERCARD,DEBIT,N,AED,2179.532,AED,2179.532,15.257,0.0,2164.275,11.987,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345003,203,Test Merchant 03,SID003,303,CMM303,Test Merchant 03 LLC,Test Merchant 03 - Manama,TID0032,ARN3000065,400000000065,3745********8158,A2583865,2025-05-20 03:43:25,2025-05-19 04:16:25,B20250519,REFUND,AMEX,DEBIT,N,OMR,659.046,AED,6293.889,44.057,0.0,6249.832,40.91,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345004,204,Test Merchant 04,SID004,304,CMM304,Test Merchant 04 LLC,Test Merchant 04 - Manama,TID0041,ARN3000066,400000000066,4186********2598,A9907757,2026-06-14 12:03:00,2026-06-14 08:37:00,B20260614,REFUND,VISA,CREDIT,N,BHD,122.211,AED,1191.557,8.341,0.417,1182.799,5.958,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345004,204,Test Merchant 04,SID004,304,CMM304,Test Merchant 04 LLC,Test Merchant 04 - Manama,TID0042,ARN3000067,400000000067,5227********8495,A8223928,2026-05-12 20:15:26,2026-05-11 21:35:26,B20260511,REFUND,MASTERCARD,CREDIT,N,BHD,433.404,AED,4225.689,29.58,0.0,4196.109,23.241,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345005,205,Test Merchant 05,SID005,305,CMM305,Test Merchant 05 LLC,Test Merchant 05 - Dubai,TID0051,ARN3000068,400000000068,3701********9562,A3094594,2026-02-01 07:33:46,2026-02-01 07:32:46,B20260201,REFUND,AMEX,CREDIT,N,OMR,182.012,AED,1738.215,12.168,0.0,1726.047,11.298,DOMESTIC
Acquira,101,Test Aggregator,AGG001,12345005,205,Test Merchant 05,SID005,305,CMM305,Test Merchant 05 LLC,Test Merchant 05 - Dubai,TID0052,ARN3000069,400000000069,4863********5601,A4744624,2026-10-13 11:33:01,2026-10-12 16:20:01,B20261012,REFUND,VISA,PREPAID,N,BHD,138.718,AED,1352.5,9.467,0.473,1342.56,6.763,DOMESTIC
